"name","year","country","description","url","kinopoisk","wiki","pic"
"Пиковая дама",1960,"СССР","фильм-опера. Реж. Роман Тихомиров. В ролях: Олег Стриженов (поёт Зураб Анджапаридзе) — Германн, Ольга Красина (поёт Тамара Милашкина) — Лиза, Елена Полевицкая (поёт Софья Преображенская) — Графиня","https://m.youtube.com/watch?feature=share&v=16I8grKxD5w","https://www.kinopoisk.ru/film/42975/","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B0%D0%BC%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC-%D0%BE%D0%BF%D0%B5%D1%80%D0%B0,_1960)","https://upload.wikimedia.org/wikipedia/ru/6/6f/%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%B0_%C2%AB%D0%9F%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B0%D0%BC%D0%B0%C2%BB_%28%D0%A1%D0%A1%D0%A1%D0%A0%2C_1960%29.jpg"
"Пиковая дама",1982,"СССР","фильм Игоря Масленникова. Германн — Виктор Проскурин","https://www.youtube.com/watch?v=X4Cmrk5iTJc","https://www.kinopoisk.ru/film/84222/","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B0%D0%BC%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1982)","https://www.kino-teatr.ru/movie/posters/big/3/5123.jpg"
"Барышня-крестьянка",1969,"СССР","Телеспектакль по повести А.С.Пушкина. В ролях: Ив. Дмитриев, Н. Карамышев, Н. Иванов, С. Карпинская, А. Прохорова, А. Тараканова. Режиссер: Д. Лукова","https://youtu.be/wYr9_GebsLA","https://www.kinopoisk.ru/film/331866/","https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0","https://www.kino-teatr.ru/movie/posters/big/1/391.jpg"
"Барышня-крестьянка",1995,"Россия","российский художественный фильм 1995 года, по мотивам повестей «Барышня-крестьянка» и «Роман в письмах» А. С. Пушкина.","https://www.youtube.com/watch?v=vYbY_eQRt8E","https://www.kinopoisk.ru/film/41475/","https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%8B%D1%88%D0%BD%D1%8F-%D0%BA%D1%80%D0%B5%D1%81%D1%82%D1%8C%D1%8F%D0%BD%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1995)","http://avatars.mds.yandex.net/get-kinopoisk-image/1600647/b8a2b544-24db-41b5-a352-92bb3ece4a53/600x900"
"Выстрел",1966,"СССР","советский фильм-драма 1966 года. Фильм снят по одноименной повести А. С. Пушкина. Реж. Наум Трахтенберг","https://www.youtube.com/watch?v=B17W30IR4kg","https://www.kinopoisk.ru/film/45979/","https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%81%D1%82%D1%80%D0%B5%D0%BB_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1966)","https://thumbs.dfs.ivi.ru/storage28/contents/0/9/7e06368787d9b45de8ff65f8c36d92.jpg"
"Повести Белкина: Гробовщик",1990,"СССР","По мотивам одноименной повести А.С.Пушкина из цикла ""Повести покойного Ивана Петровича Белкина"". Постановка Петра Фоменко?.  Телеспектакль ""Гробовщик?"" Главная редакция литературно-драматических программ, 1990","https://youtu.be/cJRWUjT7E34","https://www.kinopoisk.ru/film/503691/","https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0","http://ohdv.ru/uploads/posts/2016-01/ca12a5e465bdce32fc91d65362f1065f_ohdv.ru_e27c6c52dd44.jpg"
"Метель",1964,"СССР","широкоформатный художественный фильм Владимира Басова, вышедший в 1964 году. Экранизация одноимённой повести Александра Пушкина.","https://www.ivi.ru/watch/60226","https://www.kinopoisk.ru/film/46618/","https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D0%B5%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)","https://upload.wikimedia.org/wikipedia/ru/b/bf/%D0%9C%D0%B5%D1%82%D0%B5%D0%BB%D1%8C_%D0%BF%D0%BE%D1%81%D1%82%D0%B5%D1%80.jpg"
"Станционный смотритель",1972,"СССР","советский художественный телефильм 1972 года, снятый по одноимённой повести Александра Пушкина.","https://www.youtube.com/watch?v=X89ezeVDV44","https://www.kinopoisk.ru/film/85021/","https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1972)","https://retrogid.ru/wp-content/uploads/2017/08/stancionniy-smotritel.jpg"
"Мазепа",1909,"Российская империя","немой фильм по либретто оперы «Мазепа». Сцен. и реж. Василий Гончаров. Актёры: Василий Степанов (Кочубей), Андрей Громов (Мазепа), Раиса Рейзен (Мария), Антонина Пожарская (её мать)","https://www.youtube.com/watch?v=t8wzYnU8WzU","https://www.kinopoisk.ru/film/41605/","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1909)","http://i.mycdn.me/i?r=AEHujHvw2RjEbemUCNEorZbxYpb_p_9AcN2FmGik64Krkce3GOYpRhOwf8quvAwAiMR7Zi9s0CiBOSDmbngC-I-k&fn=external_8"
"Русалка",1910,"Российская империя","короткометражный немой художественный фильм Василия Гончарова, «народная драма в 6 сценах с апофеозом» по мотивам одноимённой поэтической пьесы А. С. Пушкина. Сюжет воспроизведен в 7 кадрах-сценах (надписи восстановлены по материалам прессы того времени). Фильм хранится в Госфильмофонде[1].","https://www.youtube.com/watch?v=vvuBE6_Rev0","https://www.kinopoisk.ru/film/40707/","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1910)","https://upload.wikimedia.org/wikipedia/commons/a/a1/The_Mermaid_%281910_film%29.jpg"
"Русалка",1917,"СССР","Телепостановка оперы А.С.Даргомыжского по одноименной драме А.С.Пушкина. Звучит запись 1957 года с участием солистов и оркестра Государственного академического Большого театра Союза ССР, дирижер - Евгений #Светланов?.","https://youtu.be/WLBfOU7QP9c","https://www.kinopoisk.ru/film/537170/","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D0%BA%D0%B0_(%D0%BE%D0%BF%D0%B5%D1%80%D0%B0_%D0%94%D0%B0%D1%80%D0%B3%D0%BE%D0%BC%D1%8B%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE)","http://telespektakli.ru/published/publicdata/SMAN13NEW/attachments/SC/products_pictures/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D0%BA%D0%B0%20-%20%D0%94%D0%B0%D1%80%D0%B3%D0%BE%D0%BC%D1%8B%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_enl.jpg"
"Руслан и Людмила ",1938,"СССР","советский художественный фильм Ивана Никитченко и Виктора Невежина, снятый в 1938 году на киностудии «Мосфильм» по мотивам одноимённой поэмы А. С. Пушкина. В картине использована музыка оперы М. И. Глинки того же названия.","https://www.youtube.com/watch?v=GdaP6Z1qol0","https://www.kinopoisk.ru/film/42146/","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%B8_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1938)","https://upload.wikimedia.org/wikipedia/ru/9/9c/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%B8_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%2C_1938%29.jpg"
"Руслан и Людмила ",1972,"СССР","советский двухсерийный фильм Александра Птушко, снятый в 1972 году на киностудии «Мосфильм» по мотивам одноимённой поэмы А. С. Пушкина. Это последний фильм Александра Птушко — по мнению кинокритиков, вершина творчества режиссёра","https://www.youtube.com/watch?v=PHiLzQlD08o","https://www.kinopoisk.ru/film/42147/","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%B8_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1972)","http://avatars.mds.yandex.net/get-kinopoisk-image/1704946/cf5895c4-7324-44b9-9278-cacb3ab306ca/600x900"
"Сказка о золотом петушке",1956,"СССР","советский рисованный мультфильм, снятый на киностудии «Союзмультфильм» по мотивам одноимённой сказки Александра Пушкина. Премьера состоялась в 1967 году в СССР.","https://www.youtube.com/watch?v=K0453awEYLU","https://www.kinopoisk.ru/film/43815/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BC_%D0%BF%D0%B5%D1%82%D1%83%D1%88%D0%BA%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)","https://upload.wikimedia.org/wikipedia/ru/thumb/c/c3/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BC_%D0%BF%D0%B5%D1%82%D1%83%D1%88%D0%BA%D0%B5_%28%D0%BA%D0%B0%D0%B4%D1%80%29.png/260px-%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BC_%D0%BF%D0%B5%D1%82%D1%83%D1%88%D0%BA%D0%B5_%28%D0%BA%D0%B0%D0%B4%D1%80%29.png"
"Сказка о мёртвой царевне и о семи богатырях",1951,"СССР","советский рисованный мультипликационный фильм, выпущенный студией «Союзмультфильм» в 1951 году, и экранизация одноимённой сказки (1833) Александра Пушкина.","https://www.youtube.com/watch?v=q0AKOCB5HFI","https://www.kinopoisk.ru/film/260006/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%BC%D1%91%D1%80%D1%82%D0%B2%D0%BE%D0%B9_%D1%86%D0%B0%D1%80%D0%B5%D0%B2%D0%BD%D0%B5_%D0%B8_%D0%BE_%D1%81%D0%B5%D0%BC%D0%B8_%D0%B1%D0%BE%D0%B3%D0%B0%D1%82%D1%8B%D1%80%D1%8F%D1%85_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)","https://thumbs.dfs.ivi.ru/storage6/contents/6/e/376fd549c5b91410fab5b179aaec16.jpg/234x360/"
"Осенние колокола",1978,"СССР","советский фильм-сказка 1978 года режиссера Владимира Гориккера. Фильм снят по мотивам сказки Александра Сергеевича Пушкина «Сказка о мёртвой царевне и о семи богатырях».","https://www.youtube.com/watch?v=RjQxFGS6ziA","https://www.kinopoisk.ru/film/42801/","https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%BA%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/e743d3b5-b76e-4302-ab97-bc0cc9b267f2/300x450"
"Сказка о попе и его работнике Балде",1940,"СССР","рисованный мультфильм, реж. Пантелеймон Сазонов","https://www.youtube.com/watch?v=TosyeAcrXLo","https://www.kinopoisk.ru/film/468262/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%BF%D0%BE%D0%BF%D0%B5_%D0%B8_%D0%B5%D0%B3%D0%BE_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B5_%D0%91%D0%B0%D0%BB%D0%B4%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1940)","https://www.kino-teatr.ru/movie/posters/big/8/88578.jpg"
"Сказка о попе и о работнике его Балде",1956,"СССР","кукольный мультфильм, реж. Анатолий Каранович","https://www.youtube.com/watch?v=UlPc6gxtLpk","https://www.kinopoisk.ru/film/468263/","https://ru.wikipedia.org/w/index.php?title=%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%BF%D0%BE%D0%BF%D0%B5_%D0%B8_%D0%BE_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B5_%D0%B5%D0%B3%D0%BE_%D0%91%D0%B0%D0%BB%D0%B4%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1956)&action=edit&redlink=1","https://i.ytimg.com/vi/42j4-zPl__Y/maxresdefault.jpg"
"Сказка о попе и о работнике его Балде",1973,"СССР","рисованный мультфильм, реж. Инесса Ковалевская","https://www.youtube.com/watch?v=nGYt_IiOUYs","https://www.kinopoisk.ru/film/440086/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%BF%D0%BE%D0%BF%D0%B5_%D0%B8_%D0%BE_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B5_%D0%B5%D0%B3%D0%BE_%D0%91%D0%B0%D0%BB%D0%B4%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1973)","https://upload.wikimedia.org/wikipedia/ru/8/8b/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D0%BF%D0%BE%D0%BF%D0%B5_%D0%B8_%D0%BE_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B5_%D0%B5%D0%B3%D0%BE_%D0%91%D0%B0%D0%BB%D0%B4%D0%B5_%28%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%2C_1973%29.JPG"
"Сказка о рыбаке и рыбке",1937,"СССР","мультфильм. Реж. Александр Птушко ","https://www.youtube.com/watch?v=uwh4OiAx56c","https://www.kinopoisk.ru/film/95342/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%80%D1%8B%D0%B1%D0%B0%D0%BA%D0%B5_%D0%B8_%D1%80%D1%8B%D0%B1%D0%BA%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1937)","https://i.ytimg.com/vi/VwbH0ub6y5k/hqdefault.jpg"
"Сказка о рыбаке и рыбке",1950,"СССР","советский цветной рисованный мультипликационный фильм, который создал режиссёр Михаил Цехановский на студии «Союзмультфильм» в 1950 году. Экранизация одноимённой сказки А. С. Пушкина.","https://www.youtube.com/watch?v=8BRFqZcnQ2U","https://www.kinopoisk.ru/film/438329/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%80%D1%8B%D0%B1%D0%B0%D0%BA%D0%B5_%D0%B8_%D1%80%D1%8B%D0%B1%D0%BA%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)","https://i.ytimg.com/vi/8BRFqZcnQ2U/hqdefault.jpg"
"Сказка о царе Салтане",1943,"СССР","советский рисованный мультипликационный фильм, созданный во время Великой Отечественной войны по одноимённой сказке А. С. Пушкина. При создании фильма использовалась техника «эклер» — съёмка игры актёров, с последующей обрисовкой и раскрашиванием. ","https://www.youtube.com/watch?v=zVqRnlPIMYQ","https://www.kinopoisk.ru/film/818479/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%86%D0%B0%D1%80%D0%B5_%D0%A1%D0%B0%D0%BB%D1%82%D0%B0%D0%BD%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1943)","https://www.kino-teatr.ru/movie/posters/big/3/84083.jpg"
"Сказка о царе Салтане",1966,"СССР","реж. Александр Птушко","https://www.youtube.com/watch?v=f0Sfwa9VqT8","https://www.kinopoisk.ru/film/43813/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%86%D0%B0%D1%80%D0%B5_%D0%A1%D0%B0%D0%BB%D1%82%D0%B0%D0%BD%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/7377cd82-c7a5-4b32-9eb3-0ee81b5b9f74/300x450"
"Сказка о царе Салтане",1984,"СССР","мультфильм. Реж. Иван Иванов-Вано, Лев Мильчин","https://www.youtube.com/watch?v=c-YTLaWTNiE","https://www.kinopoisk.ru/film/43814/","https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%86%D0%B0%D1%80%D0%B5_%D0%A1%D0%B0%D0%BB%D1%82%D0%B0%D0%BD%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1984)","https://upload.wikimedia.org/wikipedia/ru/1/1a/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_%D0%BE_%D1%86%D0%B0%D1%80%D0%B5_%D0%A1%D0%B0%D0%BB%D1%82%D0%B0%D0%BD%D0%B5_%28%D0%BA%D0%B0%D0%B4%D1%80%29.jpg"
"Мне скучно, бес",1993,"Россия","Использованы фрагменты текста Пушкина о Фаусте и Мефистофеле","https://ok.ru/video/25371544207","https://www.kinopoisk.ru/film/279030/","https://ru.wikipedia.org/wiki/%D0%9C%D0%BD%D0%B5_%D1%81%D0%BA%D1%83%D1%87%D0%BD%D0%BE,_%D0%B1%D0%B5%D1%81","https://upload.wikimedia.org/wikipedia/commons/b/b7/Mne_skuchno%2C_bes.jpg"
